Angola,"Government expenditure on education, total (% of GDP)","2.46688008308411"
Angola,"Adolescents out of school (% of lower secondary school age)","NA"
Angola,"Children out of school (% of primary school age)","NA"
Angola,"Gini index (World Bank estimate)","NA"
Angola,"Literacy rate, youth total (% of people ages 15-24)","NA"
Angola,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Angola,"Life expectancy at birth, total (years)","60.379"
Angola,"Population ages 0-14 (% of total population)","46.9530162996215"
Angola,"Population ages 15-64 (% of total population)","50.8077871356001"
Angola,"Population ages 65 and above (% of total population)","2.23919656477835"
Antigua and Barbuda,"Government expenditure on education, total (% of GDP)","2.44847989082336"
Antigua and Barbuda,"Adolescents out of school (% of lower secondary school age)","4.68527984619141"
Antigua and Barbuda,"Children out of school (% of primary school age)","2.44945001602173"
Antigua and Barbuda,"Gini index (World Bank estimate)","NA"
Antigua and Barbuda,"Literacy rate, youth total (% of people ages 15-24)","NA"
Antigua and Barbuda,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Antigua and Barbuda,"Life expectancy at birth, total (years)","76.752"
Antigua and Barbuda,"Population ages 0-14 (% of total population)","22.2318864879593"
Antigua and Barbuda,"Population ages 15-64 (% of total population)","69.1928824429401"
Antigua and Barbuda,"Population ages 65 and above (% of total population)","8.57523106910066"
Argentina,"Government expenditure on education, total (% of GDP)","5.45431995391846"
Argentina,"Adolescents out of school (% of lower secondary school age)","0.00779000017791986"
Argentina,"Children out of school (% of primary school age)","0.432689994573593"
Argentina,"Gini index (World Bank estimate)","41.1"
Argentina,"Literacy rate, youth total (% of people ages 15-24)","NA"
Argentina,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Argentina,"Life expectancy at birth, total (years)","76.372"
Argentina,"Population ages 0-14 (% of total population)","24.9267703815041"
Argentina,"Population ages 15-64 (% of total population)","64.0835225051061"
Argentina,"Population ages 65 and above (% of total population)","10.9897071133897"
Armenia,"Government expenditure on education, total (% of GDP)","2.70759010314941"
Armenia,"Adolescents out of school (% of lower secondary school age)","7.37140989303589"
Armenia,"Children out of school (% of primary school age)","6.16014003753662"
Armenia,"Gini index (World Bank estimate)","33.6"
Armenia,"Literacy rate, youth total (% of people ages 15-24)","99.8470230102539"
Armenia,"Literacy rate, adult total (% of people ages 15 and above)","99.7360687255859"
Armenia,"Life expectancy at birth, total (years)","74.797"
Armenia,"Population ages 0-14 (% of total population)","20.4543887834485"
Armenia,"Population ages 15-64 (% of total population)","68.4489663273217"
Armenia,"Population ages 65 and above (% of total population)","11.0966448892298"
Aruba,"Government expenditure on education, total (% of GDP)","NA"
Aruba,"Adolescents out of school (% of lower secondary school age)","NA"
Aruba,"Children out of school (% of primary school age)","NA"
Aruba,"Gini index (World Bank estimate)","NA"
Aruba,"Literacy rate, youth total (% of people ages 15-24)","NA"
Aruba,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Aruba,"Life expectancy at birth, total (years)","76.01"
Aruba,"Population ages 0-14 (% of total population)","17.9801833608564"
Aruba,"Population ages 15-64 (% of total population)","68.9463394263804"
Aruba,"Population ages 65 and above (% of total population)","13.0734772127631"
Australia,"Government expenditure on education, total (% of GDP)","5.12790012359619"
Australia,"Adolescents out of school (% of lower secondary school age)","1.88276994228363"
Australia,"Children out of school (% of primary school age)","0.318250000476837"
Australia,"Gini index (World Bank estimate)","NA"
Australia,"Literacy rate, youth total (% of people ages 15-24)","NA"
Australia,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Australia,"Life expectancy at birth, total (years)","82.5"
Australia,"Population ages 0-14 (% of total population)","19.0650374095674"
Australia,"Population ages 15-64 (% of total population)","65.5309417025767"
Australia,"Population ages 65 and above (% of total population)","15.4040208878559"
Austria,"Government expenditure on education, total (% of GDP)","5.3718900680542"
Austria,"Adolescents out of school (% of lower secondary school age)","0.155849993228912"
Austria,"Children out of school (% of primary school age)","0.045719999819994"
Austria,"Gini index (World Bank estimate)","29.7"
Austria,"Literacy rate, youth total (% of people ages 15-24)","NA"
Austria,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Austria,"Life expectancy at birth, total (years)","81.6439024390244"
Austria,"Population ages 0-14 (% of total population)","14.2309193719975"
Austria,"Population ages 15-64 (% of total population)","66.812507305921"
Austria,"Population ages 65 and above (% of total population)","18.9565733220815"
Azerbaijan,"Government expenditure on education, total (% of GDP)","2.47381997108459"
Azerbaijan,"Adolescents out of school (% of lower secondary school age)","0.425509989261627"
Azerbaijan,"Children out of school (% of primary school age)","2.06896996498108"
Azerbaijan,"Gini index (World Bank estimate)","NA"
Azerbaijan,"Literacy rate, youth total (% of people ages 15-24)","99.9380493164063"
Azerbaijan,"Literacy rate, adult total (% of people ages 15 and above)","99.7912292480469"
Azerbaijan,"Life expectancy at birth, total (years)","72.693"
Azerbaijan,"Population ages 0-14 (% of total population)","23.2876635802595"
Azerbaijan,"Population ages 15-64 (% of total population)","70.7226479179956"
Azerbaijan,"Population ages 65 and above (% of total population)","5.98968850174499"
"Bahamas, The","Government expenditure on education, total (% of GDP)","2.41849994659424"
"Bahamas, The","Adolescents out of school (% of lower secondary school age)","NA"
"Bahamas, The","Children out of school (% of primary school age)","NA"
"Bahamas, The","Gini index (World Bank estimate)","NA"
"Bahamas, The","Literacy rate, youth total (% of people ages 15-24)","NA"
"Bahamas, The","Literacy rate, adult total (% of people ages 15 and above)","NA"
"Bahamas, The","Life expectancy at birth, total (years)","73.554"
"Bahamas, The","Population ages 0-14 (% of total population)","22.8740946418514"
"Bahamas, The","Population ages 15-64 (% of total population)","70.0653560529659"
"Bahamas, The","Population ages 65 and above (% of total population)","7.06054930518264"
Bahrain,"Government expenditure on education, total (% of GDP)","2.32452011108398"
Bahrain,"Adolescents out of school (% of lower secondary school age)","3.9765899181366"
Bahrain,"Children out of school (% of primary school age)","0.521369993686676"
Bahrain,"Gini index (World Bank estimate)","NA"
Bahrain,"Literacy rate, youth total (% of people ages 15-24)","NA"
Bahrain,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Bahrain,"Life expectancy at birth, total (years)","77.032"
Bahrain,"Population ages 0-14 (% of total population)","19.8414940069983"
Bahrain,"Population ages 15-64 (% of total population)","77.7862036469363"
Bahrain,"Population ages 65 and above (% of total population)","2.37230234606539"
Bangladesh,"Government expenditure on education, total (% of GDP)","NA"
Bangladesh,"Adolescents out of school (% of lower secondary school age)","33.1273918151855"
Bangladesh,"Children out of school (% of primary school age)","NA"
Bangladesh,"Gini index (World Bank estimate)","NA"
Bangladesh,"Literacy rate, youth total (% of people ages 15-24)","92.9507598876953"
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)","72.8929672241211"
Bangladesh,"Life expectancy at birth, total (years)","72.052"
Bangladesh,"Population ages 0-14 (% of total population)","28.2245879874421"
Bangladesh,"Population ages 15-64 (% of total population)","66.625937004745"
Bangladesh,"Population ages 65 and above (% of total population)","5.14947500781286"
Barbados,"Government expenditure on education, total (% of GDP)","4.36638021469116"
Barbados,"Adolescents out of school (% of lower secondary school age)","1.81275999546051"
Barbados,"Children out of school (% of primary school age)","3.44861006736755"
Barbados,"Gini index (World Bank estimate)","NA"
Barbados,"Literacy rate, youth total (% of people ages 15-24)","NA"
Barbados,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Barbados,"Life expectancy at birth, total (years)","78.981"
Barbados,"Population ages 0-14 (% of total population)","17.6402358925627"
Barbados,"Population ages 15-64 (% of total population)","66.9488387042679"
Barbados,"Population ages 65 and above (% of total population)","15.4109254031695"
Belarus,"Government expenditure on education, total (% of GDP)","4.79499006271362"
Belarus,"Adolescents out of school (% of lower secondary school age)","1.29166996479034"
Belarus,"Children out of school (% of primary school age)","0.857159972190857"
Belarus,"Gini index (World Bank estimate)","25.4"
Belarus,"Literacy rate, youth total (% of people ages 15-24)","NA"
Belarus,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Belarus,"Life expectancy at birth, total (years)","74.1292682926829"
Belarus,"Population ages 0-14 (% of total population)","16.7078878812592"
Belarus,"Population ages 15-64 (% of total population)","68.7169869180976"
Belarus,"Population ages 65 and above (% of total population)","14.5751252006432"
Belgium,"Government expenditure on education, total (% of GDP)","6.42534017562866"
Belgium,"Adolescents out of school (% of lower secondary school age)","1.38068997859955"
Belgium,"Children out of school (% of primary school age)","0.27590000629425"
Belgium,"Gini index (World Bank estimate)","27.4"
Belgium,"Literacy rate, youth total (% of people ages 15-24)","NA"
Belgium,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Belgium,"Life expectancy at birth, total (years)","81.4926829268293"
Belgium,"Population ages 0-14 (% of total population)","17.0364792638156"
Belgium,"Population ages 15-64 (% of total population)","64.3794416479243"
Belgium,"Population ages 65 and above (% of total population)","18.5840790882601"
Belize,"Government expenditure on education, total (% of GDP)","7.45028018951416"
Belize,"Adolescents out of school (% of lower secondary school age)","11.22523021698"
Belize,"Children out of school (% of primary school age)","0.324750006198883"
Belize,"Gini index (World Bank estimate)","NA"
Belize,"Literacy rate, youth total (% of people ages 15-24)","NA"
Belize,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Belize,"Life expectancy at birth, total (years)","74.365"
Belize,"Population ages 0-14 (% of total population)","30.903560432074"
Belize,"Population ages 15-64 (% of total population)","64.4805718406787"
Belize,"Population ages 65 and above (% of total population)","4.61586772724733"
Benin,"Government expenditure on education, total (% of GDP)","3.53558993339539"
Benin,"Adolescents out of school (% of lower secondary school age)","NA"
Benin,"Children out of school (% of primary school age)","2.96648001670837"
Benin,"Gini index (World Bank estimate)","NA"
Benin,"Literacy rate, youth total (% of people ages 15-24)","NA"
Benin,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Benin,"Life expectancy at birth, total (years)","61.174"
Benin,"Population ages 0-14 (% of total population)","42.6685773263257"
Benin,"Population ages 15-64 (% of total population)","54.0874712018525"
Benin,"Population ages 65 and above (% of total population)","3.2439514718218"
Bermuda,"Government expenditure on education, total (% of GDP)","1.32495999336243"
Bermuda,"Adolescents out of school (% of lower secondary school age)","NA"
Bermuda,"Children out of school (% of primary school age)","NA"
Bermuda,"Gini index (World Bank estimate)","NA"
Bermuda,"Literacy rate, youth total (% of people ages 15-24)","NA"
Bermuda,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Bermuda,"Life expectancy at birth, total (years)","81.4419512195122"
Bermuda,"Population ages 0-14 (% of total population)","NA"
Bermuda,"Population ages 15-64 (% of total population)","NA"
Bermuda,"Population ages 65 and above (% of total population)","NA"
Bhutan,"Government expenditure on education, total (% of GDP)","7.2257399559021"
Bhutan,"Adolescents out of school (% of lower secondary school age)","13.1072702407837"
Bhutan,"Children out of school (% of primary school age)","10.3008298873901"
Bhutan,"Gini index (World Bank estimate)","37.4"
Bhutan,"Literacy rate, youth total (% of people ages 15-24)","93.0906295776367"
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)","66.561149597168"
Bhutan,"Life expectancy at birth, total (years)","71.129"
Bhutan,"Population ages 0-14 (% of total population)","26.2193805218338"
Bhutan,"Population ages 15-64 (% of total population)","67.8557009937457"
Bhutan,"Population ages 65 and above (% of total population)","5.9249184844205"
Bolivia,"Government expenditure on education, total (% of GDP)","NA"
Bolivia,"Adolescents out of school (% of lower secondary school age)","14.5239601135254"
Bolivia,"Children out of school (% of primary school age)","8.43424987792969"
Bolivia,"Gini index (World Bank estimate)","44.6"
Bolivia,"Literacy rate, youth total (% of people ages 15-24)","NA"
Bolivia,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Bolivia,"Life expectancy at birth, total (years)","70.945"
Bolivia,"Population ages 0-14 (% of total population)","31.5346173965445"
Bolivia,"Population ages 15-64 (% of total population)","61.4195037816536"
Bolivia,"Population ages 65 and above (% of total population)","7.04587882180194"
Bosnia and Herzegovina,"Government expenditure on education, total (% of GDP)","NA"
Bosnia and Herzegovina,"Adolescents out of school (% of lower secondary school age)","6.82525014877319"
Bosnia and Herzegovina,"Children out of school (% of primary school age)","11.8051500320435"
Bosnia and Herzegovina,"Gini index (World Bank estimate)","NA"
Bosnia and Herzegovina,"Literacy rate, youth total (% of people ages 15-24)","NA"
Bosnia and Herzegovina,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Bosnia and Herzegovina,"Life expectancy at birth, total (years)","77.128"
Bosnia and Herzegovina,"Population ages 0-14 (% of total population)","14.7957123995793"
Bosnia and Herzegovina,"Population ages 15-64 (% of total population)","69.4545318921983"
Bosnia and Herzegovina,"Population ages 65 and above (% of total population)","15.7497557082224"
Botswana,"Government expenditure on education, total (% of GDP)","7.09999990463257"
Botswana,"Adolescents out of school (% of lower secondary school age)","9.9448299407959"
Botswana,"Children out of school (% of primary school age)","8.94307994842529"
Botswana,"Gini index (World Bank estimate)","NA"
Botswana,"Literacy rate, youth total (% of people ages 15-24)","NA"
Botswana,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Botswana,"Life expectancy at birth, total (years)","68.812"
Botswana,"Population ages 0-14 (% of total population)","34.4388412211802"
Botswana,"Population ages 15-64 (% of total population)","61.4743229270593"
Botswana,"Population ages 65 and above (% of total population)","4.08683585176048"
Brazil,"Government expenditure on education, total (% of GDP)","6.32047986984253"
Brazil,"Adolescents out of school (% of lower secondary school age)","4.46414995193481"
Brazil,"Children out of school (% of primary school age)","0.390789985656738"
Brazil,"Gini index (World Bank estimate)","53.3"
Brazil,"Literacy rate, youth total (% of people ages 15-24)","99.1554107666016"
Brazil,"Literacy rate, adult total (% of people ages 15 and above)","93.0758209228516"
Brazil,"Life expectancy at birth, total (years)","75.456"
Brazil,"Population ages 0-14 (% of total population)","21.6838368026363"
Brazil,"Population ages 15-64 (% of total population)","69.7106712029254"
Brazil,"Population ages 65 and above (% of total population)","8.60549199443827"
British Virgin Islands,"Government expenditure on education, total (% of GDP)","2.66543006896973"
British Virgin Islands,"Adolescents out of school (% of lower secondary school age)","NA"
British Virgin Islands,"Children out of school (% of primary school age)","NA"
British Virgin Islands,"Gini index (World Bank estimate)","NA"
British Virgin Islands,"Literacy rate, youth total (% of people ages 15-24)","NA"
British Virgin Islands,"Literacy rate, adult total (% of people ages 15 and above)","NA"
British Virgin Islands,"Life expectancy at birth, total (years)","NA"
British Virgin Islands,"Population ages 0-14 (% of total population)","NA"
British Virgin Islands,"Population ages 15-64 (% of total population)","NA"
British Virgin Islands,"Population ages 65 and above (% of total population)","NA"
Brunei Darussalam,"Government expenditure on education, total (% of GDP)","NA"
Brunei Darussalam,"Adolescents out of school (% of lower secondary school age)","0.183329999446869"
Brunei Darussalam,"Children out of school (% of primary school age)","0.382999986410141"
Brunei Darussalam,"Gini index (World Bank estimate)","NA"
Brunei Darussalam,"Literacy rate, youth total (% of people ages 15-24)","NA"
Brunei Darussalam,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Brunei Darussalam,"Life expectancy at birth, total (years)","75.585"
Brunei Darussalam,"Population ages 0-14 (% of total population)","23.495958517974"
Brunei Darussalam,"Population ages 15-64 (% of total population)","71.9362597856636"
Brunei Darussalam,"Population ages 65 and above (% of total population)","4.56778169636231"
Bulgaria,"Government expenditure on education, total (% of GDP)","4.09102010726929"
Bulgaria,"Adolescents out of school (% of lower secondary school age)","10.0508298873901"
Bulgaria,"Children out of school (% of primary school age)","11.6997203826904"
Bulgaria,"Gini index (World Bank estimate)","40.4"
Bulgaria,"Literacy rate, youth total (% of people ages 15-24)","NA"
Bulgaria,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Bulgaria,"Life expectancy at birth, total (years)","74.8146341463415"
Bulgaria,"Population ages 0-14 (% of total population)","14.4447319823993"
Bulgaria,"Population ages 15-64 (% of total population)","64.7976668313048"
Bulgaria,"Population ages 65 and above (% of total population)","20.7576011862959"
Burkina Faso,"Government expenditure on education, total (% of GDP)","5.62846994400024"
Burkina Faso,"Adolescents out of school (% of lower secondary school age)","46.961540222168"
Burkina Faso,"Children out of school (% of primary school age)","22.994930267334"
Burkina Faso,"Gini index (World Bank estimate)","NA"
Burkina Faso,"Literacy rate, youth total (% of people ages 15-24)","NA"
Burkina Faso,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Burkina Faso,"Life expectancy at birth, total (years)","60.768"
Burkina Faso,"Population ages 0-14 (% of total population)","45.1815311583238"
Burkina Faso,"Population ages 15-64 (% of total population)","52.4098388004856"
Burkina Faso,"Population ages 65 and above (% of total population)","2.40863004119056"
Burundi,"Government expenditure on education, total (% of GDP)","4.76202011108398"
Burundi,"Adolescents out of school (% of lower secondary school age)","31.064380645752"
Burundi,"Children out of school (% of primary school age)","4.32750988006592"
Burundi,"Gini index (World Bank estimate)","NA"
Burundi,"Literacy rate, youth total (% of people ages 15-24)","88.2217712402344"
Burundi,"Literacy rate, adult total (% of people ages 15 and above)","68.3753280639648"
Burundi,"Life expectancy at birth, total (years)","60.898"
Burundi,"Population ages 0-14 (% of total population)","45.5554940838286"
Burundi,"Population ages 15-64 (% of total population)","52.2577451836004"
Burundi,"Population ages 65 and above (% of total population)","2.18676073257099"
Cabo Verde,"Government expenditure on education, total (% of GDP)","5.18174982070923"
Cabo Verde,"Adolescents out of school (% of lower secondary school age)","13.3167400360107"
Cabo Verde,"Children out of school (% of primary school age)","6.99468994140625"
Cabo Verde,"Gini index (World Bank estimate)","NA"
Cabo Verde,"Literacy rate, youth total (% of people ages 15-24)","NA"
Cabo Verde,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Cabo Verde,"Life expectancy at birth, total (years)","72.57"
Cabo Verde,"Population ages 0-14 (% of total population)","29.1831783560125"
Cabo Verde,"Population ages 15-64 (% of total population)","66.2843396626592"
Cabo Verde,"Population ages 65 and above (% of total population)","4.5324819813283"
Cambodia,"Government expenditure on education, total (% of GDP)","NA"
Cambodia,"Adolescents out of school (% of lower secondary school age)","NA"
Cambodia,"Children out of school (% of primary school age)","9.19659996032715"
Cambodia,"Gini index (World Bank estimate)","NA"
Cambodia,"Literacy rate, youth total (% of people ages 15-24)","NA"
Cambodia,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Cambodia,"Life expectancy at birth, total (years)","69.289"
Cambodia,"Population ages 0-14 (% of total population)","31.272428607452"
Cambodia,"Population ages 15-64 (% of total population)","64.3167339906176"
Cambodia,"Population ages 65 and above (% of total population)","4.41083740193033"
Cameroon,"Government expenditure on education, total (% of GDP)","3.15481996536255"
Cameroon,"Adolescents out of school (% of lower secondary school age)","NA"
Cameroon,"Children out of school (% of primary school age)","6.53191995620728"
Cameroon,"Gini index (World Bank estimate)","NA"
Cameroon,"Literacy rate, youth total (% of people ages 15-24)","NA"
Cameroon,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Cameroon,"Life expectancy at birth, total (years)","58.511"
Cameroon,"Population ages 0-14 (% of total population)","42.8673276351495"
Cameroon,"Population ages 15-64 (% of total population)","54.401275287263"
Cameroon,"Population ages 65 and above (% of total population)","2.73139707758745"
Canada,"Government expenditure on education, total (% of GDP)","NA"
Canada,"Adolescents out of school (% of lower secondary school age)","NA"
Canada,"Children out of school (% of primary school age)","0.117499999701977"
Canada,"Gini index (World Bank estimate)","33.3"
Canada,"Literacy rate, youth total (% of people ages 15-24)","NA"
Canada,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Canada,"Life expectancy at birth, total (years)","81.9"
Canada,"Population ages 0-14 (% of total population)","15.8700368165769"
Canada,"Population ages 15-64 (% of total population)","67.28747162393"
Canada,"Population ages 65 and above (% of total population)","16.8424915594931"
Cayman Islands,"Government expenditure on education, total (% of GDP)","NA"
Cayman Islands,"Adolescents out of school (% of lower secondary school age)","13.2117395401001"
Cayman Islands,"Children out of school (% of primary school age)","11.1635503768921"
Cayman Islands,"Gini index (World Bank estimate)","NA"
Cayman Islands,"Literacy rate, youth total (% of people ages 15-24)","NA"
Cayman Islands,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Cayman Islands,"Life expectancy at birth, total (years)","NA"
Cayman Islands,"Population ages 0-14 (% of total population)","NA"
Cayman Islands,"Population ages 15-64 (% of total population)","NA"
Cayman Islands,"Population ages 65 and above (% of total population)","NA"
Central African Republic,"Government expenditure on education, total (% of GDP)","1.75364995002747"
Central African Republic,"Adolescents out of school (% of lower secondary school age)","52.1175498962402"
Central African Republic,"Children out of school (% of primary school age)","NA"
Central African Republic,"Gini index (World Bank estimate)","NA"
Central African Republic,"Literacy rate, youth total (% of people ages 15-24)","NA"
Central African Republic,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Central African Republic,"Life expectancy at birth, total (years)","52.24"
Central African Republic,"Population ages 0-14 (% of total population)","44.6462300123389"
Central African Republic,"Population ages 15-64 (% of total population)","52.522169710639"
Central African Republic,"Population ages 65 and above (% of total population)","2.83160027702211"
Chad,"Government expenditure on education, total (% of GDP)","2.45481991767883"
Chad,"Adolescents out of school (% of lower secondary school age)","65.9924011230469"
Chad,"Children out of school (% of primary school age)","32.0353012084961"
Chad,"Gini index (World Bank estimate)","NA"
Chad,"Literacy rate, youth total (% of people ages 15-24)","NA"
Chad,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Chad,"Life expectancy at birth, total (years)","53.712"
Chad,"Population ages 0-14 (% of total population)","47.4005732131307"
Chad,"Population ages 15-64 (% of total population)","50.1327084490236"
Chad,"Population ages 65 and above (% of total population)","2.46671833784574"
Channel Islands,"Government expenditure on education, total (% of GDP)","NA"
Channel Islands,"Adolescents out of school (% of lower secondary school age)","NA"
Channel Islands,"Children out of school (% of primary school age)","NA"
Channel Islands,"Gini index (World Bank estimate)","NA"
Channel Islands,"Literacy rate, youth total (% of people ages 15-24)","NA"
Channel Islands,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Channel Islands,"Life expectancy at birth, total (years)","82.766"
Channel Islands,"Population ages 0-14 (% of total population)","15.3268312927993"
Channel Islands,"Population ages 15-64 (% of total population)","67.6749770254647"
Channel Islands,"Population ages 65 and above (% of total population)","16.998191681736"
Chile,"Government expenditure on education, total (% of GDP)","5.41966009140015"
Chile,"Adolescents out of school (% of lower secondary school age)","5.03872013092041"
Chile,"Children out of school (% of primary school age)","2.26992011070251"
Chile,"Gini index (World Bank estimate)","44.4"
Chile,"Literacy rate, youth total (% of people ages 15-24)","99.008659362793"
Chile,"Literacy rate, adult total (% of people ages 15 and above)","96.4022827148438"
Chile,"Life expectancy at birth, total (years)","79.909"
Chile,"Population ages 0-14 (% of total population)","20.024196501231"
Chile,"Population ages 15-64 (% of total population)","68.7839092508846"
Chile,"Population ages 65 and above (% of total population)","11.1918942478844"
China,"Government expenditure on education, total (% of GDP)","3.66744995117188"
China,"Adolescents out of school (% of lower secondary school age)","NA"
China,"Children out of school (% of primary school age)","NA"
China,"Gini index (World Bank estimate)","NA"
China,"Literacy rate, youth total (% of people ages 15-24)","NA"
China,"Literacy rate, adult total (% of people ages 15 and above)","NA"
China,"Life expectancy at birth, total (years)","76.47"
China,"Population ages 0-14 (% of total population)","17.9373611027194"
China,"Population ages 15-64 (% of total population)","71.7175184402221"
China,"Population ages 65 and above (% of total population)","10.3451204570585"
Colombia,"Government expenditure on education, total (% of GDP)","4.53551006317139"
Colombia,"Adolescents out of school (% of lower secondary school age)","7.50453996658325"
Colombia,"Children out of school (% of primary school age)","2.65404009819031"
Colombia,"Gini index (World Bank estimate)","49.7"
Colombia,"Literacy rate, youth total (% of people ages 15-24)","NA"
Colombia,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Colombia,"Life expectancy at birth, total (years)","76.925"
Colombia,"Population ages 0-14 (% of total population)","23.5569125467782"
Colombia,"Population ages 15-64 (% of total population)","68.2439989221801"
Colombia,"Population ages 65 and above (% of total population)","8.19908853104178"
Comoros,"Government expenditure on education, total (% of GDP)","NA"
Comoros,"Adolescents out of school (% of lower secondary school age)","29.5163402557373"
Comoros,"Children out of school (% of primary school age)","14.6777200698853"
Comoros,"Gini index (World Bank estimate)","NA"
Comoros,"Literacy rate, youth total (% of people ages 15-24)","NA"
Comoros,"Literacy rate, adult total (% of people ages 15 and above)","NA"
Comoros,"Life expectancy at birth, total (years)","63.912"
Comoros,"Population ages 0-14 (% of total population)","39.7724759550407"
Comoros,"Population ages 15-64 (% of total population)","57.2646002172278"
Comoros,"Population ages 65 and above (% of total population)","2.96292382773144"
"Congo, Dem. Rep.","Government expenditure on education, total (% of GDP)","1.45494997501373"
"Congo, Dem. Rep.","Adolescents out of school (% of lower secondary school age)","NA"
"Congo, Dem. Rep.","Children out of school (% of primary school age)","NA"
"Congo, Dem. Rep.","Gini index (World Bank estimate)","NA"
"Congo, Dem. Rep.","Literacy rate, youth total (% of people ages 15-24)","NA"
"Congo, Dem. Rep.","Literacy rate, adult total (% of people ages 15 and above)","NA"
"Congo, Dem. Rep.","Life expectancy at birth, total (years)","60.026"
"Congo, Dem. Rep.","Population ages 0-14 (% of total population)","46.2834669086621"
